EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
3215.0,-29635.711256373444,1,1,22.396028518676758,3215,0.008317649364471436,1.2476854,0.28529993,0.0,-0.1566514,17458.73
2600.0,-22977.366693095086,1,2,36.737507820129395,5200,-0.0006949901580810547,1.062421,0.42260295,0.0,-0.16417569,10751.999
2289.0,-20921.18350386282,3,5,54.71388101577759,11445,-0.09225308895111084,0.89702505,0.14373733,0.0,-0.15491177,45664.758
2289.0,-20921.18350386282,0,5,58.47155475616455,11445,0.0021097660064697266,0.8797158,0.038884606,0.0,-0.10891834,16631.11
2622.285714285714,-22754.25593867609,2,7,72.03004050254822,18356,-0.006284952163696289,0.686211,0.089265786,0.0,-0.14565806,29403.0
2562.25,-22135.899414926476,1,8,82.19940161705017,20498,8.33272933959961e-05,0.50184107,0.07158126,0.0,-0.11572674,11094.776
2714.4,-23133.57539426251,2,10,98.37909460067749,27144,-3.2186508178710938e-06,0.33034894,0.057268564,0.0,-0.12581587,35914.652
2655.4166666666665,-22459.23952656635,2,12,118.85887050628662,31865,-0.0048370361328125,0.20742519,0.038286198,0.0,-0.09251408,29454.086
2541.0,-22731.644876077888,2,14,134.82848715782166,35574,-2.7418136596679688e-06,0.10233494,0.06519563,0.0,-0.09624635,46682.62
2417.6875,-21464.65118397623,2,16,150.01975178718567,38683,-0.04470682144165039,0.034890063,0.033074375,0.0,-0.08646918,22981.82
2463.777777777778,-22082.90675272362,2,18,174.7939465045929,44348,-0.015941381454467773,0.006114602,0.012044371,0.0,-0.051537886,52404.523
2405.05,-22173.254774117344,2,20,194.20920252799988,48101,-0.00013196468353271484,0.00025451183,0.0032876749,0.0,-0.0037146085,34777.305
2307.8260869565215,-21545.485232806943,3,23,240.20663237571716,53080,-1.5139579772949219e-05,-0.035060994,0.014691295,0.0,-0.03268623,38768.332
2153.4615384615386,-20135.759633184196,3,26,265.34897327423096,55990,-0.00018489360809326172,-0.058423452,0.0075211623,0.0,-0.06192342,25053.553
2142.964285714286,-20158.561149426514,2,28,285.41349363327026,60003,-2.968311309814453e-05,-0.09091456,0.013446725,0.0,-0.053511992,27799.084
2107.064516129032,-20174.52850858987,3,31,321.26071977615356,65319,-8.940696716308594e-05,-0.089822605,0.000107281085,0.0,-0.00360234,37614.52
2101.84375,-20203.72121022277,1,32,330.27188754081726,67259,2.0623207092285156e-05,-0.15080741,0.019921312,0.0,-0.10281689,34937.055
2087.714285714286,-20450.608865910257,3,35,363.7607192993164,73070,3.88026237487793e-05,-0.18819913,0.01775167,0.0,-0.08267983,57934.992
2047.5,-20204.941719187635,3,38,392.5296459197998,77805,3.0994415283203125e-06,-0.22770603,0.008690532,0.0,-0.070753716,32766.191
2031.4358974358975,-20274.69287214638,1,39,408.64059114456177,79226,1.7881393432617188e-05,-0.2572534,0.05248887,0.0,-0.09967675,59082.098
2048.025,-20518.673877429188,1,40,417.0538008213043,81921,0.00013965368270874023,-0.26265043,0.0016580089,0.0,-0.0025471793,15530.395
2060.9302325581393,-20505.1534034711,3,43,446.2368998527527,88620,-3.707408905029297e-05,-0.2834051,0.0032265598,0.0,-0.051563658,32022.162
2023.3260869565217,-20430.16871753634,3,46,491.3971300125122,93073,-2.2411346435546875e-05,-0.323353,0.013763981,0.0,-0.088203914,48445.848
1995.2857142857142,-20495.035193489974,3,49,510.9266526699066,97769,5.042552947998047e-05,-0.34421226,0.004399949,0.0,-0.08663303,49267.535
1995.2857142857142,-20495.035193489974,0,49,514.3574345111847,97769,9.608268737792969e-05,-0.34670812,0.0043400447,0.0,-0.002621329,4456.2524
2069.4117647058824,-20591.910799756097,2,51,534.237312078476,105540,-4.076957702636719e-05,-0.34785014,0.00015488549,0.0,-0.00021056668,12006.62
2065.2075471698113,-20664.902251294123,2,53,560.8308806419373,109456,4.351139068603516e-06,-0.36559874,0.0031658718,0.0,-0.005407821,29840.879
2066.3636363636365,-20867.261309683992,2,55,584.971328496933,113650,4.827976226806641e-06,-0.38446823,0.0036986703,0.0,-0.04444212,45388.516
2053.4561403508774,-20657.423407428552,2,57,610.4783582687378,117047,-0.00010287761688232422,-0.3914167,0.004505902,0.0,-0.053270057,17685.498
2055.1186440677966,-20726.082595275882,2,59,636.8488290309906,121252,8.851289749145508e-05,-0.40212616,0.0035769572,0.0,-0.019409282,22415.154
2063.8196721311474,-20963.090600924195,2,61,654.228569984436,125893,3.7550926208496094e-05,-0.39643714,0.008988823,0.0,-0.0008163146,33028.246
2089.0,-21070.292500445008,1,62,666.9207561016083,129518,0.0001373291015625,-0.3956598,0.00288463,0.0,-0.0012822362,14777.828
2091.5,-21296.70251007725,2,64,687.073248386383,133856,-1.0728836059570312e-05,-0.42313197,0.017614814,0.0,-0.06922255,48364.527
