EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
1272.23,-12938.597693798833,3,142,1483.6682279109955,200515,-1.1920928955078125e-06,-0.54420805,0.004733504,0.0,-0.004300978,36724.426
1305.38,-13363.552142532619,1,143,1502.944972038269,204112,3.3855438232421875e-05,-0.54143184,0.0041712476,0.0,-0.004525921,26104.74
1340.31,-13778.53156673627,1,144,1518.2011573314667,207836,5.1081180572509766e-05,-0.5487672,0.11588224,0.0,-0.03670164,27849.95
1343.7,-13865.81109575115,2,146,1532.4537444114685,210360,-2.872943878173828e-05,-0.55731547,0.40658513,0.0,-0.059952956,22372.855
1384.85,-14294.095266472048,2,148,1553.1861746311188,215946,2.7418136596679688e-06,-0.56652695,0.7352708,0.0,-0.06531021,22804.828
1405.26,-14522.126581097244,2,150,1577.0273687839508,219100,-2.7894973754882812e-05,-0.5724433,0.42392004,0.0,-0.067711934,22879.69
1440.62,-14755.539189029001,2,152,1603.448016166687,223846,-7.033348083496094e-06,-0.57465994,0.047649633,0.0,-0.018787315,6552.905
1460.27,-15016.461309825445,3,155,1644.7367901802063,228501,5.185604095458984e-06,-0.58116114,0.29369193,0.0,-0.057297643,29349.97
1445.99,-14817.121367369706,1,156,1652.9653532505035,229407,-0.00026535987854003906,-0.5865025,0.007016833,0.0,0.011304854,5504.978
1474.52,-15100.335633414059,1,157,1669.3796088695526,234569,-8.463859558105469e-06,-0.58634406,0.001033245,0.0,-0.00076052477,27982.64
1491.08,-15149.360017438054,2,159,1696.747650384903,238925,-4.6133995056152344e-05,-0.59109455,0.12745966,0.0,-0.02934294,29916.168
1520.1,-15497.326860825613,2,161,1726.2338383197784,244052,0.00029927492141723633,-0.5916324,0.00020907364,0.0,-0.00067958713,10650.651
1549.02,-16008.868913500228,2,163,1758.331016778946,248613,-5.9604644775390625e-06,-0.5915948,0.008703405,0.0,9.481952e-05,46077.66
1579.93,-16389.296246879214,2,165,1773.9900810718536,252567,7.987022399902344e-06,-0.60074496,1.4337252,0.0,-0.08830758,41909.31
1607.35,-16811.245311628954,3,168,1805.9647436141968,257314,-4.5299530029296875e-06,-0.6092988,6.5721745,0.0,0.06078922,31066.852
1634.35,-17327.09236724577,4,172,1867.6326880455017,261954,1.049041748046875e-05,-0.609773,0.038890414,0.0,-0.10929175,68018.66
1646.51,-17652.89638581858,5,177,1920.002518415451,266234,1.1265277862548828e-05,-0.6128766,0.052068014,0.0,-0.10409027,48603.754
1667.85,-18014.05750611463,3,180,1956.2043578624725,269762,2.014636993408203e-05,-0.61782426,0.09630547,0.0,-0.101799965,40530.234
1695.64,-18631.665011972054,4,184,2027.6565115451813,274286,1.329183578491211e-05,-0.61943936,0.019014228,0.0,-0.0942617,67281.64
